ElementId,Category,Family,Type,Original Category,Original Family,Original Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Room Id,Room Number,Room Name,Room Level,Room Area (SF),Room Volume (CF),Room Location X (ft),Room Location Y (ft),Room Location Z (ft),Comments,Parameter Snapshot
1941351,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,37.215,208.854,24,,,,,,,360,37.007,208.645,17,37.215,209.062,24,37.111,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941352,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,32.715,208.854,17,,,,,,,180,32.611,208.645,17,32.819,209.062,24,32.715,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941401,Walls,,Storefront - EXTERIOR ISLAND,,,,L 1,,B2010,Exterior Walls,"9' - 4""",,,,63 SF,,,,,,,,"2' - 0""","0' - 0""",Curve,42.548,208.854,15,47.215,208.854,15,37.882,208.854,15,,37.882,208.354,17,47.215,209.354,24,42.548,208.854,20.5,,,,,,,,,,,"Adjust for Mullion Size=False | Area=63 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=2' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=9' - 4"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=7' - 0"""
1941402,Curtain Panels,System Panel,Glazed,,,,L 1,,,,,"4' - 2 1/4""","0' - 1""","6' - 7""",28 SF,2.30 CF,,,Glass,,,,,,BoundingBox,44.579,208.958,20.5,,,,,,,,42.486,208.916,17.208,46.673,208.999,23.792,44.579,208.958,20.5,,,,,,,,,,,"Area=28 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.30 CF | Width=4' - 2 1/4"""
1941404,Curtain Panels,System Panel,Glazed,,,,L 1,,,,,"4' - 2 1/4""","0' - 1""","6' - 7""",28 SF,2.30 CF,,,Glass,,,,,,BoundingBox,40.184,208.958,20.5,,,,,,,,38.09,208.916,17.208,42.277,208.999,23.792,40.184,208.958,20.5,,,,,,,,,,,"Area=28 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.30 CF | Width=4' - 2 1/4"""
1941405,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 2 1/4""",,"0' - 5""","0' - 5""",3 SF,0.36 CF,,,Aluminum,,,,,,Point,38.09,208.854,24,,,,,,,270,38.09,208.645,23.792,42.277,209.062,24,40.184,208.854,23.896,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 2 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941406,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 2 1/4""",,"0' - 5""","0' - 5""",3 SF,0.36 CF,,,Aluminum,,,,,,Point,42.486,208.854,24,,,,,,,270,42.486,208.645,23.792,46.673,209.062,24,44.579,208.854,23.896,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 2 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941407,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 2 1/4""",,"0' - 5""","0' - 5""",3 SF,0.36 CF,,,Aluminum,,,,,,Point,46.673,208.854,17,,,,,,,270,42.486,208.645,17,46.673,209.062,17.208,44.579,208.854,17.104,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 2 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941408,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 2 1/4""",,"0' - 5""","0' - 5""",3 SF,0.36 CF,,,Aluminum,,,,,,Point,42.277,208.854,17,,,,,,,270,38.09,208.645,17,42.277,209.062,17.208,40.184,208.854,17.104,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 2 1/4"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941409,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,37.882,208.854,17,,,,,,,180,37.882,208.645,17,38.09,209.062,24,37.986,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941410,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,46.882,208.854,24,,,,,,,360,46.673,208.645,17,46.882,209.062,24,46.777,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941411,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,42.382,208.854,17,,,,,,,180,42.277,208.645,17,42.486,209.062,24,42.382,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941460,Walls,,Storefront - EXTERIOR ISLAND,,,,L 1,,B2010,Exterior Walls,"8' - 11 3/4""",,,,63 SF,,,,,,,,"2' - 0""","0' - 0""",Curve,52.059,208.854,15,56.548,208.854,15,47.569,208.854,15,,47.569,208.354,17,56.548,209.354,24,52.059,208.854,20.5,,,,,,,,,,,"Adjust for Mullion Size=False | Area=63 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=2' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=8' - 11 3/4"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=7' - 0"""
1941461,Curtain Panels,System Panel,Glazed,,,,L 1,,,,,"4' - 2 1/8""","0' - 1""","6' - 7""",27 SF,2.29 CF,,,Glass,,,,,,BoundingBox,54.251,208.958,20.5,,,,,,,,52.163,208.916,17.208,56.34,208.999,23.792,54.251,208.958,20.5,,,,,,,,,,,"Area=27 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.29 CF | Width=4' - 2 1/8"""
1941463,Curtain Panels,System Panel,Glazed,,,,L 1,,,,,"4' - 2 1/8""","0' - 1""","6' - 7""",27 SF,2.29 CF,,,Glass,,,,,,BoundingBox,49.866,208.958,20.5,,,,,,,,47.777,208.916,17.208,51.954,208.999,23.792,49.866,208.958,20.5,,,,,,,,,,,"Area=27 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.29 CF | Width=4' - 2 1/8"""
1941464,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 2 1/8""",,"0' - 5""","0' - 5""",3 SF,0.36 CF,,,Aluminum,,,,,,Point,47.777,208.854,24,,,,,,,270,47.777,208.645,23.792,51.954,209.062,24,49.866,208.854,23.896,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 2 1/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941465,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 2 1/8""",,"0' - 5""","0' - 5""",3 SF,0.36 CF,,,Aluminum,,,,,,Point,52.163,208.854,24,,,,,,,270,52.163,208.645,23.792,56.34,209.062,24,54.251,208.854,23.896,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 2 1/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941466,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 2 1/8""",,"0' - 5""","0' - 5""",3 SF,0.36 CF,,,Aluminum,,,,,,Point,56.34,208.854,17,,,,,,,270,52.163,208.645,17,56.34,209.062,17.208,54.251,208.854,17.104,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 2 1/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941467,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 2 1/8""",,"0' - 5""","0' - 5""",3 SF,0.36 CF,,,Aluminum,,,,,,Point,51.954,208.854,17,,,,,,,270,47.777,208.645,17,51.954,209.062,17.208,49.866,208.854,17.104,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 2 1/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.36 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941468,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,47.569,208.854,17,,,,,,,180,47.569,208.645,17,47.777,209.062,24,47.673,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941469,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,56.548,208.854,24,,,,,,,360,56.34,208.645,17,56.548,209.062,24,56.444,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941470,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,52.059,208.854,17,,,,,,,180,51.954,208.645,17,52.163,209.062,24,52.059,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941517,Walls,,Storefront - EXTERIOR ISLAND,,,,L 1,,B2010,Exterior Walls,"9' - 6 3/4""",,,,65 SF,,,,,,,,"2' - 0""","0' - 0""",Curve,61.996,208.854,15,66.777,208.854,15,57.215,208.854,15,,57.215,208.354,17,66.777,209.354,24,61.996,208.854,20.5,,,,,,,,,,,"Adjust for Mullion Size=False | Area=65 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=2' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=9' - 6 3/4"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=7' - 0"""
1941518,Curtain Panels,System Panel,Glazed,,,,L 1,,,,,"4' - 3 5/8""","0' - 1""","6' - 7""",28 SF,2.36 CF,,,Glass,,,,,,BoundingBox,64.085,208.958,20.5,,,,,,,,61.934,208.916,17.208,66.236,208.999,23.792,64.085,208.958,20.5,,,,,,,,,,,"Area=28 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.36 CF | Width=4' - 3 5/8"""
1941520,Curtain Panels,System Panel,Glazed,,,,L 1,,,,,"4' - 3 5/8""","0' - 1""","6' - 7""",28 SF,2.36 CF,,,Glass,,,,,,BoundingBox,59.574,208.958,20.5,,,,,,,,57.423,208.916,17.208,61.725,208.999,23.792,59.574,208.958,20.5,,,,,,,,,,,"Area=28 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=6' - 7"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.36 CF | Width=4' - 3 5/8"""
1941521,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 3 5/8""",,"0' - 5""","0' - 5""",3 SF,0.37 CF,,,Aluminum,,,,,,Point,57.423,208.854,24,,,,,,,270,57.423,208.645,23.792,61.725,209.062,24,59.574,208.854,23.896,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 3 5/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.37 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941522,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 3 5/8""",,"0' - 5""","0' - 5""",3 SF,0.37 CF,,,Aluminum,,,,,,Point,61.934,208.854,24,,,,,,,270,61.934,208.645,23.792,66.236,209.062,24,64.085,208.854,23.896,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 3 5/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.37 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941523,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 3 5/8""",,"0' - 5""","0' - 5""",3 SF,0.37 CF,,,Aluminum,,,,,,Point,66.236,208.854,17,,,,,,,270,61.934,208.645,17,66.236,209.062,17.208,64.085,208.854,17.104,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 3 5/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.37 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941524,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"4' - 3 5/8""",,"0' - 5""","0' - 5""",3 SF,0.37 CF,,,Aluminum,,,,,,Point,61.725,208.854,17,,,,,,,270,57.423,208.645,17,61.725,209.062,17.208,59.574,208.854,17.104,,,,,,,,,,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 3 5/8"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.37 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941525,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,57.215,208.854,17,,,,,,,180,57.215,208.645,17,57.423,209.062,24,57.319,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941526,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,66.444,208.854,24,,,,,,,360,66.236,208.645,17,66.444,209.062,24,66.34,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941527,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",,,,L 1,,,,"7' - 0""",,"0' - 5""","0' - 5""",4 SF,0.61 CF,,,Aluminum,,,,,,Point,61.829,208.854,17,,,,,,,180,61.725,208.645,17,61.934,209.062,24,61.829,208.854,20.5,,,,,,,,,,,"Area=4 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=7' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.61 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4"""
1941766,Walls,,Storefront - EXTERIOR ISLAND,,,,L 1,,B2010,Exterior Walls,"13' - 10""",,,,97 SF,,,,,,,,"2' - 0""","0' - 0""",Curve,134.215,191.416,15,134.215,184.499,15,134.215,198.333,15,,133.715,184.499,17,134.715,198.333,24,134.215,191.416,20.5,,,,,,,,,,,"Adjust for Mullion Size=False | Area=97 SF | Assembly Code=B2010 | Assembly Description=Exterior Walls | Base Offset=2' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront - EXTERIOR ISLAND | Interior Type=2.5"" x 5"" rectangular | Length=13' - 10"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Storefront - EXTERIOR ISLAND | Type Id=Storefront - EXTERIOR ISLAND | Type IfcGUID=21niu4ukDA1u2Qnv1EMNlF | Type Mark=CW03 | Type Name=Storefront - EXTERIOR ISLAND | Unconnected Height=7' - 0"""
