element_id,discipline,category,family,type,level,base_level,top_level,mark,system_name,system_type,service_type,classification,assembly_code,assembly_description,material,size,width,height,length,depth,area,volume,takt_id
1384012,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1384013,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1384041,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1384042,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1384055,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1384056,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1526327,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 5 3/4""","0' - 5""",3 SF,0.39 CF,L 1 Zone 5
1526328,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 5
1526329,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 2""","0' - 5""",1 SF,0.10 CF,L 1 Zone 5
1526374,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 7""","0' - 5""",3 SF,0.40 CF,L 1 Zone 5
1526375,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 5 3/4""","0' - 5""",3 SF,0.39 CF,L 1 Zone 5
1526377,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 2""","0' - 5""",1 SF,0.10 CF,L 1 Zone 5
1526378,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 5
1526379,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 5 3/4""","0' - 5""",3 SF,0.39 CF,L 1 Zone 5
1526380,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 7""","0' - 5""",3 SF,0.40 CF,L 1 Zone 5
1526381,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 5 3/4""","0' - 5""",3 SF,0.39 CF,L 1 Zone 5
1526383,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 5
1526384,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 5
1526386,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 2""","0' - 5""",1 SF,0.10 CF,L 1 Zone 5
1526387,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 2""","0' - 5""",1 SF,0.10 CF,L 1 Zone 5
1622170,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,
1622171,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1622172,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,
1622193,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,
1622195,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,
1622196,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1622197,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,
1622198,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,
1622199,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,
1622200,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1622201,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1622202,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,
1622203,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,
1722042,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 2 3/4""","0' - 5""",2 SF,0.28 CF,L 1 Zone 3
1722043,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 3
1722044,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,
1722072,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 3
1722073,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1722074,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 2 3/4""","0' - 5""",2 SF,0.28 CF,L 1 Zone 3
1722078,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","7' - 8 1/4""","0' - 5""",5 SF,0.67 CF,L 1 Zone 3
1722081,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","0' - 10 3/4""","0' - 5""",1 SF,0.08 CF,L 1 Zone 3
1722145,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 9""","0' - 5""",2 SF,0.33 CF,
1722146,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 6 1/2""","0' - 5""",2 SF,0.31 CF,
1722147,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1722148,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,
1722157,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","0' - 9 1/2""","0' - 5""",1 SF,0.07 CF,
1722158,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,
1722159,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 6 1/2""","0' - 5""",2 SF,0.31 CF,
1722304,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 7""","0' - 5""",2 SF,0.31 CF,L 1 Zone 3
1722305,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 7""","0' - 5""",2 SF,0.31 CF,L 1 Zone 3
1722306,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 3
1722307,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 3
1722326,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 7""","0' - 5""",2 SF,0.31 CF,L 1 Zone 3
1722327,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 8 1/4""","0' - 5""",2 SF,0.32 CF,L 1 Zone 3
1722328,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 8 1/4""","0' - 5""",2 SF,0.32 CF,L 1 Zone 3
1722329,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 7""","0' - 5""",2 SF,0.31 CF,L 1 Zone 3
1722330,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 3
1722331,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 3
1722332,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 7""","0' - 5""",2 SF,0.31 CF,L 1 Zone 3
1722333,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 8 1/4""","0' - 5""",2 SF,0.32 CF,L 1 Zone 3
1722334,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 7""","0' - 5""",2 SF,0.31 CF,L 1 Zone 3
1722335,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 3
1722336,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 3
1722337,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 3
1722338,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 3
1767160,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 0 3/4""","0' - 5""",2 SF,0.27 CF,L 1 Zone 3
1767161,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","3' - 0 1/4""","0' - 5""",2 SF,0.26 CF,L 1 Zone 3
1767162,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,
1767163,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,
1767164,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,
1767165,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 5 3/4""","0' - 5""",3 SF,0.39 CF,L 1 Zone 5
1767166,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 5 3/4""","0' - 5""",3 SF,0.39 CF,L 1 Zone 5
1767167,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 7""","0' - 5""",3 SF,0.40 CF,L 1 Zone 5
1928770,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928771,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928772,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928773,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928782,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928783,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928784,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928785,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928786,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928787,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928788,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928789,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928790,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928791,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928792,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928793,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928794,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928884,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928885,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928886,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928887,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928896,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928897,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928898,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928899,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928900,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928901,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928902,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928903,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928904,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928905,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928906,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928907,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928908,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928977,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928978,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928979,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928980,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928989,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928990,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928991,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928992,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928993,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1928994,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928995,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928996,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 4 27/32""","0' - 5""",3 SF,0.38 CF,L 1 Zone 7
1928997,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","4' - 3 19/32""","0' - 5""",3 SF,0.37 CF,L 1 Zone 7
1928998,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1928999,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","8' - 0""","0' - 5""",5 SF,0.69 CF,L 1 Zone 7
1929000,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
1929001,Architecture,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,,,,,,,Aluminum,,,"0' - 5""","1' - 0""","0' - 5""",1 SF,0.09 CF,L 1 Zone 7
