ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,System Name,System Type,Service Type,Classification,Size,Diameter,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in)
981044,Flex Ducts,,Flex - Round,L 1,,,,"2' - 4 27/32""",,,,,,,,,,,,,,Curve,42.593,136.546,27.99,42.593,137.561,28.417,42.593,135.531,27.563,,42.468,135.406,27.563,42.718,137.564,28.542,42.593,136.485,28.052,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 4 27/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""ø","3""","0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,
981046,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,42.593,137.624,28.417,,,,,,,270,42.468,137.561,28.292,42.718,137.624,28.542,42.593,137.593,28.417,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981047,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,42.593,135.531,27.5,,,,,,,240,42.468,135.406,27.5,42.718,135.656,27.563,42.593,135.531,27.531,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981059,Ducts,,Mitered Elbows / Tees,L 1,,,,"3' - 10 7/32""","3""",,"3""",4 SF,,,,,,,,,,Curve,52.26,139.55,28.417,52.26,137.624,28.417,52.26,141.477,28.417,,52.135,137.624,28.292,52.385,141.477,28.542,52.26,139.55,28.417,,"Additional Flow=0 m³/h | Area=4 SF | Flow=30 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=3' - 10 7/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 3 1/2"" | Lower End Top of Insulation Elevation=13' - 6 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 3 1/2"" | Upper End Top of Insulation Elevation=13' - 6 1/2"" | Velocity Pressure=0.00 in-wg | Width=3""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,,3,3
981060,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,,,,"3""",,"3""",1 SF,0.06 CF,,,,,,,,,Point,52.26,135.531,27.167,,,,,,,0,51.297,134.569,27.167,53.222,136.494,27.5,52.26,135.531,27.333,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3
981061,Flex Ducts,,Flex - Round,L 1,,,,"2' - 4 27/32""",,,,,,,,,,,,,,Curve,52.26,136.546,27.99,52.26,137.561,28.417,52.26,135.531,27.563,,52.135,135.406,27.563,52.385,137.564,28.542,52.26,136.485,28.052,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 4 27/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""ø","3""","0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,
981063,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,52.26,137.624,28.417,,,,,,,270,52.135,137.561,28.292,52.385,137.624,28.542,52.26,137.593,28.417,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981064,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,52.26,135.531,27.5,,,,,,,240,52.135,135.406,27.5,52.385,135.656,27.563,52.26,135.531,27.531,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981076,Ducts,,Mitered Elbows / Tees,L 1,,,,"3' - 10 7/32""","3""",,"3""",4 SF,,,,,,,,,,Curve,61.843,139.55,28.417,61.843,137.624,28.417,61.843,141.477,28.417,,61.718,137.624,28.292,61.968,141.477,28.542,61.843,139.55,28.417,,"Additional Flow=0 m³/h | Area=4 SF | Flow=30 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=3' - 10 7/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 3 1/2"" | Lower End Top of Insulation Elevation=13' - 6 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 3 1/2"" | Upper End Top of Insulation Elevation=13' - 6 1/2"" | Velocity Pressure=0.00 in-wg | Width=3""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,,3,3
981077,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,,,,"3""",,"3""",1 SF,0.06 CF,,,,,,,,,Point,61.843,135.531,27.167,,,,,,,0,60.881,134.569,27.167,62.806,136.494,27.5,61.843,135.531,27.333,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3
981078,Flex Ducts,,Flex - Round,L 1,,,,"2' - 4 27/32""",,,,,,,,,,,,,,Curve,61.843,136.546,27.99,61.843,137.561,28.417,61.843,135.531,27.563,,61.718,135.406,27.563,61.968,137.564,28.542,61.843,136.485,28.052,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 4 27/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""ø","3""","0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,
981080,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,61.843,137.624,28.417,,,,,,,270,61.718,137.561,28.292,61.968,137.624,28.542,61.843,137.593,28.417,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981081,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,61.843,135.531,27.5,,,,,,,240,61.718,135.406,27.5,61.968,135.656,27.563,61.843,135.531,27.531,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981091,Ducts,,Mitered Elbows / Tees,L 1,,,,"3' - 11 3/32""","3""",,"3""",4 SF,,,,,,,,,,Curve,71.51,139.586,28.417,71.51,137.624,28.417,71.51,141.548,28.417,,71.385,137.624,28.292,71.635,141.548,28.542,71.51,139.586,28.417,,"Additional Flow=0 m³/h | Area=4 SF | Flow=30 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=3' - 11 3/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 3 1/2"" | Lower End Top of Insulation Elevation=13' - 6 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 3 1/2"" | Upper End Top of Insulation Elevation=13' - 6 1/2"" | Velocity Pressure=0.00 in-wg | Width=3""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,,3,3
981092,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,,,,"3""",,"3""",1 SF,0.06 CF,,,,,,,,,Point,71.51,135.531,27.167,,,,,,,0,70.547,134.569,27.167,72.472,136.494,27.5,71.51,135.531,27.333,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3
981093,Flex Ducts,,Flex - Round,L 1,,,,"2' - 4 27/32""",,,,,,,,,,,,,,Curve,71.51,136.546,27.99,71.51,137.561,28.417,71.51,135.531,27.563,,71.385,135.406,27.563,71.635,137.564,28.542,71.51,136.485,28.052,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 4 27/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""ø","3""","0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,
981095,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,71.51,137.624,28.417,,,,,,,270,71.385,137.561,28.292,71.635,137.624,28.542,71.51,137.593,28.417,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981096,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,71.51,135.531,27.5,,,,,,,240,71.385,135.406,27.5,71.635,135.656,27.563,71.51,135.531,27.531,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981112,Ducts,,Mitered Elbows / Tees,L 1,,,,"3' - 11 15/16""","3""",,"3""",4 SF,,,,,,,,,,Curve,81.176,139.621,28.417,81.176,137.624,28.417,81.176,141.619,28.417,,81.051,137.624,28.292,81.301,141.619,28.542,81.176,139.621,28.417,,"Additional Flow=0 m³/h | Area=4 SF | Flow=30 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=3' - 11 15/16"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 3 1/2"" | Lower End Top of Insulation Elevation=13' - 6 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 3 1/2"" | Upper End Top of Insulation Elevation=13' - 6 1/2"" | Velocity Pressure=0.00 in-wg | Width=3""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,,3,3
981113,Air Terminals,Supply Diffuser,6x6 Connection 3,L 1,,,,,"3""",,"3""",1 SF,0.06 CF,,,,,,,,,Point,81.176,135.531,27.167,,,,,,,0,80.214,134.569,27.167,82.139,136.494,27.5,81.176,135.531,27.333,,"Area=1 SF | Diffuser Height=0' - 7"" | Diffuser Width=0' - 7"" | Duct Height=3"" | Duct Width=3"" | Flow=30 m³/h | Pressure Drop=0.06 in-wg | Size=3""x3"" | Volume=0.06 CF | Width 1=0' - 4 9/16""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,,,30 m³/h,30 m³/h,0.06 in-wg,,,,,,,,1,0.294,,,3,3
981114,Flex Ducts,,Flex - Round,L 1,,,,"2' - 4 27/32""",,,,,,,,,,,,,,Curve,81.176,136.546,27.99,81.176,137.561,28.417,81.176,135.531,27.563,,81.051,135.406,27.563,81.301,137.564,28.542,81.176,136.485,28.052,,"Additional Flow=0 m³/h | Diameter=3"" | Flow=30 m³/h | Free Size=3""ø | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=2' - 4 27/32"" | Lining Thickness=0"" | Overall Size=3""ø | Pressure Drop=0.00 in-wg | Size Lock=False | Velocity Pressure=0.01 in-wg",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""ø","3""","0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,3,,
981116,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,81.176,137.624,28.417,,,,,,,270,81.051,137.561,28.292,81.301,137.624,28.542,81.176,137.593,28.417,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981117,Duct Fittings,Rectangular to Round Transition - Angle,45 Degree,L 1,,,,"3""x3""-3""ø","3""",,"3""",0 SF,0.00 CF,,,,,,,,,Point,81.176,135.531,27.5,,,,,,,240,81.051,135.406,27.5,81.301,135.656,27.563,81.176,135.531,27.531,,"Area=0 SF | Duct Diameter=3"" | Duct Height=3"" | Duct Radius=2"" | Duct Width=3"" | Free Size=3""x3""-3""ø | Insulation Thickness=0"" | Length 1=0"" | Length 2=0"" | Length 3=0"" | Length 4=0"" | Length 5=0"" | Length 6=0"" | Length 7=0"" | Length 8=0"" | Length01=1"" | Lining Thickness=0"" | OffsetHeight=1 1/2"" | OffsetHeightfromBase=120"" | OffsetHeightTemp=0.010417 | OffsetWidth=1 1/2"" | OffsetWidthfromBase=120"" | OffsetWidthTemp=-0.010417 | Overall Size=3""x3""-3""ø | Pressure Drop=0.00 in-wg | Size=3""x3""-3""ø | Volume=0.00 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""-3""ø","3""","0""","0""",,,0.00 in-wg,,,,,,,,2,0.589,,3,3,3
981129,Ducts,,Mitered Elbows / Tees,L 1,,,,"4' - 0 25/32""","3""",,"3""",4 SF,,,,,,,,,,Curve,90.926,139.657,28.417,90.926,137.624,28.417,90.926,141.69,28.417,,90.801,137.624,28.292,91.051,141.69,28.542,90.926,139.657,28.417,,"Additional Flow=0 m³/h | Area=4 SF | Flow=30 m³/h | Free Size=3""x3"" | Height=3"" | Hydraulic Diameter=3"" | Insulation Thickness=0"" | Length=4' - 0 25/32"" | Lining Thickness=0"" | Lower End Bottom of Insulation Elevation=13' - 3 1/2"" | Lower End Top of Insulation Elevation=13' - 6 1/2"" | Overall Size=3""x3"" | Pressure Drop=0.00 in-wg | Size=3""x3"" | Size Lock=False | Upper End Bottom of Insulation Elevation=13' - 3 1/2"" | Upper End Top of Insulation Elevation=13' - 6 1/2"" | Velocity Pressure=0.00 in-wg | Width=3""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Mar\01_Island_MEP_Concept2_V3_2026-02-26_12-47-48pm_detached_MEP_TakeOff.csv,Mechanical Supply Air 1,Supply Air,,,"3""x3""",,"0""","0""",30 m³/h,30 m³/h,0.00 in-wg,,,,,,,,2,0.589,,,3,3
